location,size,total_sqft,bath,price,bhk,price_per_sqft
"Ullan, West Rampura, Rampura, Dhaka",3 BHK,1540.0,3.0,48.51,3,3150.0
"Nayatola, Maghbazar, Dhaka",2 BHK,1244.0,2.0,95.0,2,7636.655948553054
"Block B, Section 11, Mirpur, Dhaka",3 BHK,1365.0,2.0,65.0,3,4761.9047619047615
"Moddhopara, Ashkona, Dakshin Khan, Dhaka",1 BHK,580.0,1.0,27.5,1,4741.379310344828
"Shantibag, Malibagh, Dhaka",3 BHK,1355.0,3.0,83.87,3,6189.667896678967
"Lalmatia, Dhaka",3 Bedroom,1500.0,4.0,180.0,3,12000.0
"Lalmatia, Dhaka",2 BHK,1513.0,2.0,62.0,2,4097.818902842036
"Block B, Section 11, Mirpur, Dhaka",2 BHK,1175.0,2.0,41.13,2,3500.4255319148942
"Ahmed Nagar, Mirpur, Dhaka",3 BHK,2087.0,4.0,139.0,3,6660.277910876856
"East Kazipara, Mirpur, Dhaka",3 BHK,2273.0,3.0,145.0,3,6379.234491860977
"Block C, Eastern Housing, Pallabi, Mirpur, Dhaka",3 BHK,2050.0,3.0,150.0,3,7317.073170731707
"Dhanmondi, Dhaka",2 Bedroom,1200.0,2.0,75.0,2,6250.0
"3rd Colony, Mirpur, Dhaka",2 BHK,1190.0,2.0,59.0,2,4957.983193277311
"Block B, Section 11, Mirpur, Dhaka",4 BHK,600.0,3.0,85.0,4,14166.666666666666
"PC Culture Housing, Mohammadpur, Dhaka",2 BHK,1019.0,2.0,49.86,2,4893.032384690873
"Block D, Eastern Housing, Pallabi, Mirpur, Dhaka",3 BHK,1830.0,3.0,133.0,3,7267.75956284153
"Block C, Eastern Housing, Pallabi, Mirpur, Dhaka",7 Bedroom,4278.0,7.0,299.0,7,6989.247311827957
"Dhanmondi, Dhaka",2 BHK,1028.0,2.0,56.0,2,5447.470817120623
"East Goran, Goran, Khilgaon, Dhaka",2 BHK,1300.0,2.0,100.0,2,7692.307692307692
"Malibagh, Dhaka",2 BHK,1160.0,2.0,67.0,2,5775.862068965517
"Joar Sahara, Dhaka",3 BHK,1505.0,3.0,78.0,3,5182.724252491695
"Block A, Bochila West Dhanmondi R/A, Bochila, Mohammadpur, Dhaka",2 BHK,1250.0,2.0,55.55,2,4444.0
"Joar Sahara, Dhaka",1 Bedroom,400.0,2.0,50.0,1,12500.0
"Shyamoli, Dhaka",2 BHK,1175.0,2.0,41.68,2,3547.2340425531916
"Chalabon, Dakshin Khan, Dhaka",2 BHK,1100.0,2.0,57.6,2,5236.363636363636
"Shyamoli Housing, Shekhertek, Mohammadpur, Dhaka",3 BHK,2159.0,3.0,120.0,3,5558.12876331635
"Faydabad, East Azampur, Dakshin Khan, Dhaka",2 BHK,1230.0,2.0,56.45,2,4589.430894308943
"Faydabad, East Azampur, Dakshin Khan, Dhaka",3 Bedroom,1200.0,4.0,180.0,3,15000.0
"Block B, Sayednagar, East Vatara, Vatara, Badda, Dhaka",5 Bedroom,3100.0,6.0,165.0,5,5322.580645161291
"Faydabad, Dakshin Khan, Dhaka",5 BHK,5020.0,7.0,287.0,5,5717.131474103586
"West Rampura, Rampura, Dhaka",1 Bedroom,1200.0,1.0,48.0,1,4000.0
"West Rampura, Rampura, Dhaka",2 BHK,1340.0,2.0,71.0,2,5298.507462686567
"Mohammadpur, Dhaka",3 BHK,1750.0,2.0,89.0,3,5085.714285714285
"RK Mission Road, Gopibag, Motijheel, Dhaka",2 BHK,1400.0,2.0,100.0,2,7142.857142857143
"Middle Badda, Badda, Dhaka",3 BHK,1350.0,3.0,60.0,3,4444.444444444444
"Middle Badda, Badda, Dhaka",3 BHK,1675.0,3.0,62.0,3,3701.492537313433
"Block D, Section 11, Mirpur, Dhaka",2 BHK,1340.0,2.0,66.33,2,4950.0
"Middle Badda, Badda, Dhaka",2 Bedroom,600.0,1.0,68.0,2,11333.333333333334
"Gulbag, Malibagh, Dhaka",2 BHK,1276.0,2.0,76.0,2,5956.112852664577
"Lalmatia, Dhaka",3 BHK,1738.0,2.0,76.0,3,4372.8423475258915
"Lalmatia, Dhaka",2 BHK,1190.0,2.0,59.9,2,5033.6134453781515
"Shantibag, Malibagh, Dhaka",2 BHK,1128.0,2.0,65.45,2,5802.304964539007
"Block B, Section 11, Mirpur, Dhaka",2 BHK,1250.0,2.0,55.0,2,4400.0
"Block D, Section 11, Mirpur, Dhaka",2 BHK,1450.0,2.0,90.0,2,6206.896551724138
"Block D, Section 11, Mirpur, Dhaka",2 BHK,1084.0,2.0,53.0,2,4889.29889298893
"Block D, Section 11, Mirpur, Dhaka",4 BHK,2150.0,4.0,90.0,4,4186.046511627907
"Block D, Section 11, Mirpur, Dhaka",4 Bedroom,6000.0,4.0,625.0,4,10416.666666666666
"Dakkhin Paikpara, Mirpur, Dhaka",4 Bedroom,600.0,3.0,77.0,4,12833.333333333334
"Old Eskaton, Eskaton, Dhaka",2 BHK,1250.0,2.0,65.0,2,5200.0
"Block A, Bochila West Dhanmondi R/A, Bochila, Mohammadpur, Dhaka",3 Bedroom,2400.0,4.0,240.0,3,10000.0
"Block A, Bochila West Dhanmondi R/A, Bochila, Mohammadpur, Dhaka",3 BHK,1304.0,3.0,65.0,3,4984.662576687117
"Lalmatia, Dhaka",3 BHK,1640.0,3.0,268.0,3,16341.463414634147
"North Pirerbag, Pirerbag, Mirpur, Dhaka",2 BHK,980.0,2.0,77.44,2,7902.040816326531
"Mohammadpur, Dhaka",2 BHK,1275.0,2.0,49.5,2,3882.3529411764707
"Block B, Future Town, Bochila, Mohammadpur, Dhaka",1 Bedroom,10030.0,1.0,150.0,1,1495.5134596211367
"Matikata, Cantonment, Dhaka",3 Bedroom,2500.0,4.0,140.0,3,5600.0
"Matikata, Cantonment, Dhaka",4 Bedroom,3600.0,4.0,225.0,4,6250.0
"Shyamoli Housing, Shekhertek, Mohammadpur, Dhaka",3 Bedroom,2400.0,4.0,95.0,3,3958.3333333333335
"Taltola, Khilgaon, Dhaka",3 BHK,2300.0,3.0,280.0,3,12173.91304347826
"North Bashabo, Bashabo, Dhaka",3 BHK,1450.0,2.0,70.18,3,4840.000000000001
"Merul Badda, Badda, Dhaka",2 BHK,890.0,2.0,40.0,2,4494.38202247191
"South Manikdi, Manikdi, Cantonment, Dhaka",2 BHK,1340.0,2.0,85.0,2,6343.2835820895525
"Block A, Mansurabad Housing Society, Adabor, Dhaka",3 BHK,1100.0,2.0,75.0,3,6818.181818181818
"South Baridhara Residential Area,D. I. T. Project, Badda, Dhaka",2 BHK,750.0,2.0,40.0,2,5333.333333333333
"Mohammadpur, Dhaka",4 Bedroom,700.0,4.0,125.0,4,17857.14285714286
"East Kazipara, Mirpur, Dhaka",2 BHK,1300.0,2.0,66.0,2,5076.923076923077
"Mirpur, Dhaka",2 BHK,1301.0,2.0,120.0,2,9223.674096848577
"West Shewrapara, Mirpur, Dhaka",9 Bedroom,3200.0,8.0,130.0,9,4062.5
"Shyamoli, Dhaka",3 Bedroom,1900.0,2.0,92.0,3,4842.105263157895
"West Shewrapara, Mirpur, Dhaka",2 BHK,1299.0,2.0,105.0,2,8083.140877598153
"Dhanmondi, Dhaka",3 BHK,1250.0,3.0,40.0,3,3200.0
"Kallyanpur, Mirpur, Dhaka",4 Bedroom,1600.0,4.0,300.0,4,18750.0
"Block C, Section 6, Mirpur, Dhaka",2 BHK,925.0,2.0,55.0,2,5945.945945945946
"Rajabazar, Tejgaon, Dhaka",3 Bedroom,3900.0,3.0,250.0,3,6410.25641025641
"Rajabazar, Tejgaon, Dhaka",2 BHK,1107.0,2.0,45.0,2,4065.040650406504
"Pirerbag, Mirpur, Dhaka",2 Bedroom,1400.0,2.0,160.0,2,11428.57142857143
"Block B, Chad Uddan Housing, Mohammadpur, Dhaka",2 BHK,1300.0,2.0,67.0,2,5153.846153846154
"Block K, Bashundhara R-A, Dhaka",2 BHK,570.0,2.0,62.0,2,10877.192982456141
"Block D, Section 10, Mirpur, Dhaka",3 BHK,1715.0,3.0,95.0,3,5539.35860058309
"Priyanka City, Sector 12, Uttara, Dhaka",2 BHK,1200.0,2.0,55.0,2,4583.333333333333
"Block K, Bashundhara R-A, Dhaka",6 Bedroom,1200.0,5.0,280.0,6,23333.333333333332
"Pirerbag, Mirpur, Dhaka",2 BHK,703.0,2.0,60.0,2,8534.850640113798
"Block H, Section 2, Mirpur, Dhaka",2 BHK,921.0,2.0,29.47,2,3199.782844733985
"3rd Colony, Mirpur, Dhaka",2 BHK,1144.0,2.0,65.0,2,5681.818181818182
"West Rampura, Rampura, Dhaka",1 BHK,525.0,1.0,26.01,1,4954.285714285715
"Block A, Section 10, Mirpur, Dhaka",3 BHK,1400.0,2.0,56.0,3,4000.0
"Block B, Future Town, Bochila, Mohammadpur, Dhaka",1 BHK,661.0,1.0,33.0,1,4992.435703479577
"Matikata, Cantonment, Dhaka",6 Bedroom,1200.0,6.0,160.0,6,13333.333333333334
"Block C, Chandrima Model Town, Mohammadpur, Dhaka",5 BHK,1200.0,5.0,70.0,5,5833.333333333333
"Shyamoli, Dhaka",3 BHK,1705.0,3.0,91.0,3,5337.243401759531
"Shantinagar, Dhaka",5 Bedroom,1035.0,5.0,170.0,5,16425.12077294686
"Block B, Kaderabad Housing Society, Bosila, Mohammadpur, Dhaka",3 BHK,1430.0,2.0,55.0,3,3846.153846153846
"Block F, Bashundhara R-A, Dhaka",2 BHK,1240.0,2.0,55.0,2,4435.4838709677415
"Mollika R/A, Section 7, Mirpur, Dhaka",3 BHK,1325.0,2.0,60.8,3,4588.679245283019
"Cantonment, Dhaka",2 BHK,1230.0,2.0,44.0,2,3577.2357723577234
"Mohammadpur, Dhaka",2 BHK,1000.0,2.0,28.0,2,2800.0
"Block C, Banasree, Dhaka",4 Bedroom,740.0,2.0,24.5,4,3310.810810810811
"Sector 11, Uttara, Dhaka",3 BHK,1330.0,2.0,46.45,3,3492.4812030075186
"West Rampura, Rampura, Dhaka",4 BHK,3005.0,5.0,275.0,4,9151.414309484193
"East Goran, Goran, Khilgaon, Dhaka",3 BHK,1300.0,3.0,170.0,3,13076.923076923076
"North Goran, Goran, Khilgaon, Dhaka",2 BHK,1243.0,2.0,46.0,2,3700.7240547063557
"East Goran, Goran, Khilgaon, Dhaka",4 Bedroom,936.0,2.0,60.84,4,6500.0
"Block G, Banasree, Dhaka",3 BHK,1500.0,2.0,100.0,3,6666.666666666667
"East Goran, Goran, Khilgaon, Dhaka",3 Bedroom,1200.0,4.0,156.0,3,13000.0
"Goran, Khilgaon, Dhaka",2 BHK,1073.0,2.0,72.0,2,6710.158434296365
"Khilgaon, Dhaka",2 BHK,1300.0,2.0,56.0,2,4307.692307692308
"Block D, Bashundhara R-A, Dhaka",4 Bedroom,4201.0,4.0,435.0,4,10354.677457748156
"Baitul Aman Housing Society, Adabor, Dhaka",2 BHK,1065.0,2.0,30.75,2,2887.323943661972
"Block B, Bochila West Dhanmondi R/A, Bochila, Mohammadpur, Dhaka",2 BHK,1216.0,2.0,66.88,2,5500.0
"Block B, Bochila West Dhanmondi R/A, Bochila, Mohammadpur, Dhaka",3 BHK,1252.0,3.0,59.0,3,4712.460063897764
"Hazaribag, Dhaka",2 BHK,1196.0,2.0,44.8,2,3745.819397993311
"Kallyanpur, Mirpur, Dhaka",2 BHK,1027.0,2.0,44.0,2,4284.323271665044
"Kallyanpur, Mirpur, Dhaka",3 Bedroom,610.0,2.0,75.0,3,12295.081967213115
"Kallyanpur, Mirpur, Dhaka",3 BHK,1270.0,2.0,57.15,3,4500.0
"Manikdi, Cantonment, Dhaka",2 BHK,1171.0,2.0,39.0,2,3330.486763450043
"Mohammadpur, Dhaka",3 BHK,1215.0,2.0,48.6,3,4000.0
"Shahjadpur, Badda, Dhaka",1 Bedroom,600.0,1.0,20.0,1,3333.3333333333335
"Paikpara, Ahmed Nagar, Mirpur, Dhaka",2 BHK,1180.0,2.0,77.0,2,6525.423728813559
"Kathalbagan, Dhaka",2 BHK,1160.0,2.0,33.51,2,2888.793103448276
"Mirpur, Dhaka",4 Bedroom,4382.0,4.0,400.0,4,9128.251939753538
"Block B, Bochila West Dhanmondi R/A, Bochila, Mohammadpur, Dhaka",3 BHK,2140.0,3.0,139.0,3,6495.327102803738
"Mansurabad Housing Society, Adabor, Dhaka",3 BHK,1500.0,3.0,100.0,3,6666.666666666667
"Block B, Nobodoy Housing Society, Mohammadpur, Dhaka",2 BHK,1008.0,2.0,52.0,2,5158.730158730159
"West Rampura, Rampura, Dhaka",3 BHK,1921.0,4.0,129.0,3,6715.252472670484
"Mohammadia Housing Society, Mohammadpur, Dhaka",2 BHK,1127.0,2.0,32.0,2,2839.396628216504
"Sonatangar, Jigatola, Hazaribag, Dhaka",3 BHK,1621.0,3.0,124.0,3,7649.599012954966
"West Shewrapara, Mirpur, Dhaka",3 Bedroom,2400.0,3.0,360.0,3,15000.0
"Manikdi, Cantonment, Dhaka",3 BHK,1030.0,2.0,77.25,3,7500.0
"North Pirerbag, Pirerbag, Mirpur, Dhaka",2 BHK,1314.0,2.0,84.0,2,6392.6940639269405
"Joar Sahara, Dhaka",3 BHK,1220.0,3.0,56.0,3,4590.163934426229
"Block F, aziz Moholla, Mohammadpur, Dhaka",4 Bedroom,600.0,3.0,97.0,4,16166.666666666666
"Joar Sahara, Dhaka",3 BHK,1590.0,2.0,85.0,3,5345.911949685535
"Uttar Badda, Badda, Dhaka",2 BHK,703.0,2.0,49.5,2,7041.251778093883
"Joar Sahara, Dhaka",3 BHK,1795.0,3.0,64.62,3,3600.0
"Joar Sahara, Dhaka",4 Bedroom,3000.0,3.0,132.0,4,4400.0
"Mirpur, Dhaka",4 BHK,4395.0,4.0,242.0,4,5506.257110352673
"Ibrahimpur, Dhaka",2 BHK,825.0,2.0,35.0,2,4242.424242424242
"North Ibrahimpur, Ibrahimpur, Dhaka",4 BHK,4025.0,6.0,350.0,4,8695.652173913044
"North Bashabo, Bashabo, Dhaka",3 BHK,1254.0,2.0,70.0,3,5582.13716108453
"aziz Moholla, Mohammadpur, Dhaka",3 BHK,2040.0,3.0,114.0,3,5588.235294117647
"Sector 12, Uttara, Dhaka",3 BHK,2215.0,4.0,154.0,3,6952.5959367945825
"Block B, Future Town, Bochila, Mohammadpur, Dhaka",2 BHK,1478.0,2.0,125.0,2,8457.374830852503
"Avenue 3, Mirpur DOHS, Mirpur, Dhaka",3 BHK,2475.0,4.0,337.0,3,13616.161616161617
"Shahjahanpur, Dhaka",3 BHK,1669.0,3.0,298.0,3,17855.002995805873
"Tilpapara, Khilgaon, Dhaka",3 BHK,1820.0,3.0,79.5,3,4368.131868131868
"Section 10, Mirpur, Dhaka",3 BHK,1623.0,3.0,89.0,3,5483.672211953173
"Section 10, Mirpur, Dhaka",2 BHK,1243.0,2.0,46.0,2,3700.7240547063557
"Dhaka Real Estate, Katashur, Mohammadpur, Dhaka",2 BHK,1200.0,2.0,40.5,2,3375.0
"Nikunja 2, Nikunja, Dhaka",3 BHK,1613.0,3.0,72.0,3,4463.732176069436
"PC Culture Housing, Mohammadpur, Dhaka",2 BHK,1293.0,2.0,80.0,2,6187.161639597834
"Tejkunipara, Tejgaon, Dhaka",2 BHK,1065.0,2.0,28.5,2,2676.056338028169
"Janata Housing, Shah Ali Bag, Section 1, Mirpur, Dhaka",2 BHK,940.0,2.0,69.57,2,7401.063829787233
"East Goran, Goran, Khilgaon, Dhaka",3 BHK,1181.0,2.0,65.0,3,5503.81033022862
"East Goran, Goran, Khilgaon, Dhaka",3 BHK,2215.0,3.0,275.0,3,12415.349887133183
"Joar Sahara, Dhaka",1 BHK,1100.0,2.0,75.0,1,6818.181818181818
"Middle Badda, Badda, Dhaka",2 BHK,1050.0,2.0,36.0,2,3428.5714285714284
"South Pirerbag, Pirerbag, Mirpur, Dhaka",3 BHK,1260.0,2.0,75.0,3,5952.380952380952
"Block B, Future Town, Bochila, Mohammadpur, Dhaka",5 BHK,2800.0,3.0,425.0,5,15178.57142857143
"Middle Badda, Badda, Dhaka",3 BHK,1500.0,3.0,56.0,3,3733.3333333333335
"Block A, Bashundhara R-A, Dhaka",6 Bedroom,1200.0,6.0,132.0,6,11000.0
"Shyamoli, Dhaka",2 Bedroom,1000.0,2.0,66.0,2,6600.0
"Section 10, Mirpur, Dhaka",3 BHK,1530.0,3.0,73.0,3,4771.24183006536
"Sector 5, Uttara, Dhaka",2 BHK,1140.0,2.0,46.0,2,4035.0877192982457
"Rampura, Dhaka",3 BHK,1864.0,3.0,115.0,3,6169.527896995708
"West Shewrapara, Mirpur, Dhaka",3 BHK,1575.0,3.0,55.0,3,3492.063492063492
"Tilpapara, Khilgaon, Dhaka",3 Bedroom,1200.0,3.0,105.0,3,8750.0
"West Kafrul, Taltola, Agargaon, Dhaka",2 BHK,945.0,2.0,45.0,2,4761.9047619047615
"Modhubag, Boro Maghbazar, Maghbazar, Dhaka",3 BHK,1691.0,3.0,100.0,3,5913.660555884092
"Mirpur, Dhaka",2 Bedroom,1200.0,2.0,135.0,2,11250.0
"Shahjahanpur, Dhaka",3 BHK,1220.0,3.0,35.25,3,2889.344262295082
"Middle Paikpara, Mirpur, Dhaka",1 BHK,600.0,1.0,35.0,1,5833.333333333333
"Nurer Chala, Badda, Dhaka",2 BHK,1160.0,2.0,39.0,2,3362.0689655172414
"Middle Badda, Badda, Dhaka",3 BHK,1950.0,2.0,89.5,3,4589.74358974359
"Block A, Section 11, Mirpur, Dhaka",3 BHK,1650.0,3.0,85.0,3,5151.515151515152
"Gulshan 1, Gulshan, Dhaka",4 Bedroom,2400.0,4.0,150.0,4,6250.0
"Gulshan 1, Gulshan, Dhaka",2 BHK,795.0,1.0,32.6,2,4100.62893081761
"Gulshan 1, Gulshan, Dhaka",5 Bedroom,800.0,5.0,95.0,5,11875.0
"Gulshan 1, Gulshan, Dhaka",5 Bedroom,1400.0,5.0,97.0,5,6928.571428571428
"Gulshan 1, Gulshan, Dhaka",3 BHK,2285.0,4.0,165.0,3,7221.006564551422
"Azimpur, Lalbagh, Dhaka",2 BHK,1243.0,2.0,46.0,2,3700.7240547063557
"Bagan Bari, Cantonment, Dhaka",2 BHK,1263.0,2.0,51.5,2,4077.593032462391
"Adabor, Dhaka",5 BHK,1200.0,4.0,115.0,5,9583.333333333334
"Lake View Society, South Pirerbag, Pirerbag, Mirpur, Dhaka",3 BHK,1345.0,2.0,69.0,3,5130.111524163569
"Mohammadia Housing Society, Mohammadpur, Dhaka",5 Bedroom,4400.0,5.0,240.0,5,5454.545454545455
"Dakkhin Paikpara, Paikpara, Mirpur, Dhaka",3 BHK,1360.0,2.0,58.0,3,4264.705882352941
"Senpara Parbata, Section 10, Mirpur, Dhaka",2 BHK,1026.0,2.0,60.55,2,5901.559454191033
"Matikata, Cantonment, Dhaka",2 BHK,1050.0,2.0,38.0,2,3619.0476190476193
"Mohammadpur, Dhaka",3 BHK,1460.0,3.0,76.0,3,5205.479452054795
"Rajabazar, Tejgaon, Dhaka",3 BHK,1525.0,2.0,91.48,3,5998.688524590164
"Kalabagan, Dhaka",3 BHK,1843.0,3.0,85.0,3,4612.045577862181
"Khilkhet, Dhaka",2 BHK,1000.0,2.0,25.0,2,2500.0
"Shantibag, Malibagh, Dhaka",3 BHK,1642.0,2.0,115.0,3,7003.654080389769
"Shantibag, Malibagh, Dhaka",3 Bedroom,1200.0,2.0,66.0,3,5500.0
"Shantibag, Malibagh, Dhaka",2 BHK,975.0,2.0,60.0,2,6153.846153846154
"Shantibag, Malibagh, Dhaka",3 BHK,1075.0,2.0,44.0,3,4093.0232558139537
"Naya Paltan, Motijheel, Dhaka",2 BHK,1210.0,2.0,77.93,2,6440.495867768595
"Block D, Bashundhara R-A, Dhaka",3 BHK,2000.0,3.0,100.0,3,5000.0
"Kadamtala, Bashabo, Dhaka",2 BHK,1225.0,2.0,68.0,2,5551.0204081632655
"Gulshan 1, Gulshan, Dhaka",2 BHK,1290.0,2.0,80.04,2,6204.651162790698
"Section 1, Mirpur, Dhaka",2 BHK,1220.0,2.0,56.0,2,4590.163934426229
"East Kazipara, Mirpur, Dhaka",1 Bedroom,1500.0,2.0,85.0,1,5666.666666666667
"Maniknagar, Dhaka",2 BHK,1361.0,2.0,79.0,2,5804.555473916238
"Adabor, Dhaka",5 Bedroom,2801.25,4.0,462.0,5,16492.637215528783
"Maniknagar, Dhaka",2 BHK,1394.0,2.0,85.0,2,6097.5609756097565
"Hatirpool, Dhaka",2 BHK,870.0,2.0,27.0,2,3103.448275862069
"Hatirpool, Dhaka",4 Bedroom,5000.0,5.0,300.0,4,6000.0
"Block B, Section 12, Mirpur, Dhaka",2 BHK,1222.0,2.0,98.0,2,8019.639934533551
"Sector 14, Uttara, Dhaka",2 BHK,1420.0,2.0,99.39,2,6999.295774647887
"Sector 9, Uttara, Dhaka",3 BHK,1846.0,3.0,135.0,3,7313.109425785482
"Shantibag, Malibagh, Dhaka",2 Bedroom,1688.12,2.0,270.0,2,15994.123640499492
"Block C, Nobodoy Housing Society, Mohammadpur, Dhaka",2 BHK,1167.0,2.0,64.08,2,5491.002570694088
"Baridhara DOHS, Dhaka",2 BHK,902.0,2.0,25.0,2,2771.6186252771618
"Rajarbagh, Motijheel, Dhaka",4 BHK,2422.0,4.0,135.0,4,5573.905862923204
"Shahjahanpur, Dhaka",2 BHK,1050.0,2.0,52.5,2,5000.0
"Shantibag, Malibagh, Dhaka",2 BHK,1000.0,2.0,50.0,2,5000.0
"Shahjahanpur, Dhaka",2 BHK,1260.0,2.0,58.0,2,4603.174603174603
"West Shewrapara, Mirpur, Dhaka",3 Bedroom,3000.0,3.0,450.0,3,15000.0
"West Shewrapara, Mirpur, Dhaka",2 BHK,939.0,2.0,39.0,2,4153.35463258786
"Boshoty Housing, Borobag, Section 2, Mirpur, Dhaka",9 Bedroom,1590.0,6.0,150.0,9,9433.962264150943
"Purbanchal Road, Uttar Badda, Badda, Dhaka",1 Bedroom,600.0,1.0,37.0,1,6166.666666666667
"North Pirerbag, Pirerbag, Mirpur, Dhaka",2 BHK,1298.0,2.0,59.0,2,4545.454545454545
"Tikatuli, Sutrapur, Dhaka",3 BHK,1710.0,3.0,135.0,3,7894.736842105263
"Section 1, Mirpur, Dhaka",2 BHK,1000.0,2.0,45.0,2,4500.0
"Khilgaon, Dhaka",3 BHK,3350.0,3.0,150.0,3,4477.611940298508
"Sector 11, Uttara, Dhaka",2 Bedroom,1200.0,4.0,138.0,2,11500.0
"Middle Badda, Badda, Dhaka",2 BHK,1100.0,2.0,68.0,2,6181.818181818182
"Block E, Banasree, Dhaka",1 BHK,615.0,1.0,46.0,1,7479.674796747968
"Block A, Section 11, Mirpur, Dhaka",2 BHK,1350.0,2.0,85.0,2,6296.2962962962965
"Section 1, Mirpur, Dhaka",4 Bedroom,5000.0,5.0,325.0,4,6500.0
"Section 1, Mirpur, Dhaka",3 BHK,2700.0,3.0,501.0,3,18555.555555555555
"Avenue 2, Block A, Section 11, Mirpur, Dhaka",6 Bedroom,4000.0,6.0,460.0,6,11500.0
"Block A, Section 11, Mirpur, Dhaka",3 BHK,1718.0,3.0,130.0,3,7566.938300349243
"Sector 12, Uttara, Dhaka",3 BHK,1680.0,3.0,112.0,3,6666.666666666667
"Block E, Banasree, Dhaka",2 Bedroom,1500.0,2.0,90.0,2,6000.0
"Lake View Society, South Pirerbag, Pirerbag, Mirpur, Dhaka",3 BHK,1157.0,2.0,72.0,3,6222.990492653414
"Lake View Society, South Pirerbag, Pirerbag, Mirpur, Dhaka",2 BHK,1179.0,2.0,51.0,2,4325.699745547074
"Lake View Society, South Pirerbag, Pirerbag, Mirpur, Dhaka",2 BHK,1315.0,2.0,60.48,2,4599.239543726236
"Ashkona, Dakshin Khan, Dhaka",2 BHK,1105.0,2.0,28.18,2,2550.2262443438913
"Mirpur, Dhaka",3 BHK,1800.0,3.0,175.0,3,9722.222222222223
"East Monipur, Mirpur, Dhaka",2 BHK,1010.0,2.0,52.0,2,5148.514851485149
"Janata Housing, Shah Ali Bag, Section 1, Mirpur, Dhaka",1 BHK,630.0,1.0,46.0,1,7301.587301587301
"Block I, Bashundhara R-A, Dhaka",2 Bedroom,1200.0,2.0,36.1,2,3008.3333333333335
"Block J, Baridhara, Dhaka",2 BHK,1025.0,2.0,60.0,2,5853.658536585366
"Lalmatia, Dhaka",2 BHK,1195.0,2.0,59.0,2,4937.238493723849
"Shahjahanpur, Dhaka",2 BHK,1012.0,2.0,58.0,2,5731.225296442688
"Tikatuli, Sutrapur, Dhaka",3 BHK,1884.0,4.0,118.0,3,6263.2696390658175
"Baitul Aman Housing Society, Adabor, Dhaka",2 BHK,1090.0,2.0,37.0,2,3394.4954128440368
"Block G, Bashundhara R-A, Dhaka",3 BHK,1300.0,3.0,77.99,3,5999.230769230769
"Block B, Metro Housing, Bochila, Mohammadpur, Dhaka",4 BHK,2950.0,4.0,250.0,4,8474.57627118644
"South Goran, Goran, Khilgaon, Dhaka",3 BHK,1710.0,3.0,85.0,3,4970.7602339181285
"Gudaraghat, Middle Badda, Badda, Dhaka",3 BHK,1500.0,3.0,68.0,3,4533.333333333333
"North Shahjahanpur, Dhaka",3 BHK,1310.0,2.0,53.0,3,4045.8015267175574
"Block B, Mohanagar Housing, West Rampura, Rampura, Dhaka",2 BHK,674.0,1.0,19.9,2,2952.522255192878
"Block C, Mohanagar Housing, West Rampura, Rampura, Dhaka",3 BHK,1350.0,3.0,70.0,3,5185.185185185185
"Mohammadia Housing Society, Mohammadpur, Dhaka",3 BHK,1464.0,2.0,115.0,3,7855.191256830601
"East Shewrapara, Mirpur, Dhaka",3 BHK,715.0,2.0,29.0,3,4055.944055944056
"Mirpur, Dhaka",3 BHK,1400.0,2.0,40.45,3,2889.2857142857147
"West Shewrapara, Mirpur, Dhaka",3 BHK,1625.0,2.0,48.75,3,3000.0
"West Shewrapara, Mirpur, Dhaka",2 BHK,1065.0,2.0,30.76,2,2888.262910798122
"Sector 13, Uttara, Dhaka",6 Bedroom,510.0,4.0,70.0,6,13725.490196078432
"Block E, Arambag Residential Area, Pallabi, Mirpur, Dhaka",3 BHK,1385.0,3.0,90.0,3,6498.194945848375
"Jagannathpur, Badda, Dhaka",2 BHK,1040.0,2.0,50.0,2,4807.692307692308
"Block E, Banasree, Dhaka",3 BHK,1817.0,3.0,110.0,3,6053.935057787562
"Ashkona, Dakshin Khan, Dhaka",2 BHK,1205.0,2.0,47.0,2,3900.414937759336
"Block C, Section 13, Mirpur, Dhaka",2 BHK,1070.0,2.0,33.43,2,3124.299065420561
"East Mollartek, Dakshin Khan, Dhaka",2 BHK,1070.0,2.0,52.0,2,4859.813084112149
"Matikata, Cantonment, Dhaka",2 BHK,1340.0,2.0,75.0,2,5597.014925373134
"Hatirpool, Dhaka",2 BHK,980.0,2.0,35.0,2,3571.4285714285716
"Shahjahanpur, Dhaka",2 BHK,1006.0,2.0,44.0,2,4373.75745526839
"Shahjahanpur, Dhaka",2 BHK,1098.0,2.0,71.0,2,6466.302367941712
"Avenue 2, Block A, Section 11, Mirpur, Dhaka",2 BHK,1200.0,2.0,53.5,2,4458.333333333333
"Avenue 3, Block A, Section 11, Mirpur, Dhaka",4 BHK,4190.0,4.0,325.0,4,7756.563245823389
"Janata Housing, Shah Ali Bag, Section 1, Mirpur, Dhaka",2 BHK,1019.0,2.0,62.0,2,6084.396467124632
"Shahidbag, Malibagh, Dhaka",2 BHK,1150.0,2.0,40.21,2,3496.521739130435
"West Rampura, Rampura, Dhaka",3 Bedroom,1733.5,3.0,120.0,3,6922.411306605134
"Baitul Aman Housing Society, Adabor, Dhaka",2 BHK,1415.0,2.0,120.0,2,8480.565371024735
"Farmgate, Tejgaon, Dhaka",3 BHK,1750.0,3.0,58.0,3,3314.285714285714
